Orig,Dest,Departs,Arrives,Fleet,Flight,DOW,Start Date,End Date,Orig Lat,Orig Lng,Dest Lat,Dest Lng,Orig--Lat,Orig--Lng,Dest--Lat,Dest--Lng
CDG,ATL,15:30,21:05,B767,DL0085,DAILY,1-Oct-23,31-Oct-23,49.0097,2.5479,33.6407,-84.4277,49.0097,2.5479,33.6407,-84.4277
CDG,ATL,11:50,17:15,B767,DL0089,1.3.5.7,1-Oct-23,30-Oct-23,49.0097,2.5479,33.6407,-84.4277,49.0097,2.5479,33.6407,-84.4277
CDG,BOS,11:20,15:05,A330,DL0225,DAILY,1-Oct-23,31-Oct-23,49.0097,2.5479,42.3656,-71.0096,49.0097,2.5479,42.3656,-71.0096
CDG,CVG,12:00,16:30,B767,DL0229,.2.4.6.,3-Oct-23,31-Oct-23,49.0097,2.5479,39.0469,-84.6622,49.0097,2.5479,39.0469,-84.6622
CDG,DTW,10:30,14:45,A330,DL0097,DAILY,1-Oct-23,31-Oct-23,49.0097,2.5479,42.2162,-83.3554,49.0097,2.5479,42.2162,-83.3554
CDG,JFK,11:30,15:20,B767,DL0263,DAILY,1-Oct-23,31-Oct-23,49.0097,2.5479,40.6413,-73.7781,49.0097,2.5479,40.6413,-73.7781
CDG,JFK,14:30,18:15,B767,DL0265,DAILY,1-Oct-23,31-Oct-23,49.0097,2.5479,40.6413,-73.7781,49.0097,2.5479,40.6413,-73.7781
CDG,LAX,15:20,19:25,A330,DL0291,DAILY,1-Oct-23,30-Oct-23,49.0097,2.5479,33.9416,-118.4085,49.0097,2.5479,33.9416,-118.4085
CDG,MSP,15:40,18:15,A330,DL0139,DAILY,1-Oct-23,28-Oct-23,49.0097,2.5479,44.8848,-93.2223,49.0097,2.5479,44.8848,-93.2223
CDG,MSP,10:15,14:00,A330,DL0153,DAILY,1-Oct-23,31-Oct-23,49.0097,2.5479,44.8848,-93.2223,49.0097,2.5479,44.8848,-93.2223
CDG,RDU,11:15,14:30,B767,DL0287,DAILY,1-Oct-23,28-Oct-23,49.0097,2.5479,35.8801,-78.7879,49.0097,2.5479,35.8801,-78.7879
CDG,SEA,10:35,17:25,A330,DL0081,DAILY,1-Oct-23,31-Oct-23,49.0097,2.5479,47.4502,-122.3088,49.0097,2.5479,47.4502,-122.3088
CDG,SLC,10:10,14:00,A330,DL0221,DAILY,1-Oct-23,31-Oct-23,49.0097,2.5479,40.7899,-111.9791,49.0097,2.5479,40.7899,-111.9791
CPH,JFK,13:40,16:40,B767,DL0219,DAILY,1-Oct-23,28-Oct-23,55.618,12.6508,40.6413,-73.7781,55.618,12.6508,40.6413,-73.7781
CPT,ATL,21:30,8:20,A350,DL0211,.2..5.7,1-Oct-23,31-Oct-23,33.9715,18.6021,33.6407,-84.4277,33.9715,18.6021,33.6407,-84.4277
CPT,ATL,21:55,8:20,A350,DL0025,DAILY,30-Oct-23,30-Oct-23,33.9715,18.6021,33.6407,-84.4277,33.9715,18.6021,33.6407,-84.4277
DSS,JFK,10:30,15:55,B767,DL0217,..3.5.7,1-Oct-23,29-Oct-23,14.6708,-17.0733,40.6413,-73.7781,14.6708,-17.0733,40.6413,-73.7781
DUB,ATL,11:00,14:50,A350,DL0177,DAILY,1-Oct-23,28-Oct-23,53.4213,-6.2701,33.6407,-84.4277,53.4213,-6.2701,33.6407,-84.4277
DUB,BOS,11:50,15:35,B767,DL0155,DAILY,1-Oct-23,31-Oct-23,53.4213,-6.2701,42.3656,-71.0096,53.4213,-6.2701,42.3656,-71.0096
DUB,JFK,10:00,14:40,B767,DL0045,DAILY,1-Oct-23,31-Oct-23,53.4213,-6.2701,40.6413,-73.7781,53.4213,-6.2701,40.6413,-73.7781
DUS,ATL,10:35,14:45,B767,DL0091,..3.5.7,1-Oct-23,27-Oct-23,51.2895,6.7668,33.6407,-84.4277,51.2895,6.7668,33.6407,-84.4277
EDI,BOS,13:35,15:45,B767,DL0123,DAILY,1-Oct-23,28-Oct-23,55.95,-3.3725,42.3656,-71.0096,55.95,-3.3725,42.3656,-71.0096
EDI,JFK,10:35,16:00,B767,DL0209,DAILY,1-Oct-23,31-Oct-23,55.95,-3.3725,40.6413,-73.7781,55.95,-3.3725,40.6413,-73.7781
FCO,ATL,12:50,18:55,A330,DL0067,DAILY,1-Oct-23,31-Oct-23,41.8003,12.2389,33.6407,-84.4277,41.8003,12.2389,33.6407,-84.4277
FCO,ATL,9:45,15:10,A330,DL0215,DAILY,1-Oct-23,28-Oct-23,41.8003,12.2389,33.6407,-84.4277,41.8003,12.2389,33.6407,-84.4277
FCO,BOS,8:30,14:00,A330,DL0113,DAILY,1-Oct-23,31-Oct-23,41.8003,12.2389,42.3656,-71.0096,41.8003,12.2389,42.3656,-71.0096
FCO,DTW,11:00,15:40,A330,DL0207,DAILY,1-Oct-23,28-Oct-23,41.8003,12.2389,42.2162,-83.3554,41.8003,12.2389,42.2162,-83.3554
FCO,JFK,15:20,19:25,B767,DL0149,DAILY,1-Oct-23,28-Oct-23,41.8003,12.2389,40.6413,-73.7781,41.8003,12.2389,40.6413,-73.7781
FCO,JFK,9:40,14:50,A330,DL0183,DAILY,1-Oct-23,31-Oct-23,41.8003,12.2389,40.6413,-73.7781,41.8003,12.2389,40.6413,-73.7781
FCO,JFK,11:35,16:45,A330,DL0231,DAILY,1-Oct-23,31-Oct-23,41.8003,12.2389,40.6413,-73.7781,41.8003,12.2389,40.6413,-73.7781
FRA,ATL,9:50,15:20,A330,DL0015,DAILY,1-Oct-23,31-Oct-23,50.0379,8.5622,33.6407,-84.4277,50.0379,8.5622,33.6407,-84.4277
FRA,DTW,11:40,16:05,A330,DL0087,DAILY,1-Oct-23,31-Oct-23,50.0379,8.5622,42.2162,-83.3554,50.0379,8.5622,42.2162,-83.3554
FRA,JFK,10:40,14:45,A330,DL0107,DAILY,1-Oct-23,31-Oct-23,50.0379,8.5622,40.6413,-73.7781,50.0379,8.5622,40.6413,-73.7781
GVA,JFK,12:50,15:29,B767,DL0099,DAILY,1-Oct-23,28-Oct-23,46.238,6.109,40.6413,-73.7781,46.238,6.109,40.6413,-73.7781
JNB,ATL,21:50,8:50,A350,DL0201,DAILY,1-Oct-23,31-Oct-23,26.1392,28.246,33.6407,-84.4277,26.1392,28.246,33.6407,-84.4277
JNB,CPT,17:20,19:40,A350,DL0025,DAILY,30-Oct-23,30-Oct-23,26.1392,28.246,33.9715,18.6021,26.1392,28.246,33.9715,18.6021
LGW,JFK,14:05,17:20,B767,DL0063,DAILY,1-Oct-23,28-Oct-23,51.1537,-0.1821,40.6413,-73.7781,51.1537,-0.1821,40.6413,-73.7781
LHR,ATL,11:45,18:25,B767,DL0031,DAILY,1-Oct-23,31-Oct-23,51.47,-0.4543,33.6407,-84.4277,51.47,-0.4543,33.6407,-84.4277
LHR,ATL,13:55,21:50,B767,DL0033,DAILY,1-Oct-23,31-Oct-23,51.47,-0.4543,33.6407,-84.4277,51.47,-0.4543,33.6407,-84.4277
LHR,BOS,9:10,13:05,B767,DL0059,DAILY,1-Oct-23,31-Oct-23,51.47,-0.4543,42.3656,-71.0096,51.47,-0.4543,42.3656,-71.0096
LHR,DTW,12:40,17:35,A330,DL0017,DAILY,1-Oct-23,31-Oct-23,51.47,-0.4543,42.2162,-83.3554,51.47,-0.4543,42.2162,-83.3554
LHR,DTW,10:45,15:35,A330,DL0019,.234.67,1-Oct-23,31-Oct-23,51.47,-0.4543,42.2162,-83.3554,51.47,-0.4543,42.2162,-83.3554
LHR,JFK,10:10,14:45,B767,DL0002,DAILY,1-Oct-23,31-Oct-23,51.47,-0.4543,40.6413,-73.7781,51.47,-0.4543,40.6413,-73.7781
LHR,JFK,16:00,21:10,A330,DL0004,DAILY,1-Oct-23,31-Oct-23,51.47,-0.4543,40.6413,-73.7781,51.47,-0.4543,40.6413,-73.7781
LHR,LAX,14:30,20:15,A330,DL0187,DAILY,1-Oct-23,31-Oct-23,51.47,-0.4543,33.9416,-118.4085,51.47,-0.4543,33.9416,-118.4085
LHR,MSP,8:50,13:05,A330,DL0011,DAILY,1-Oct-23,31-Oct-23,51.47,-0.4543,44.8848,-93.2223,51.47,-0.4543,44.8848,-93.2223
LHR,SEA,15:25,20:15,A330,DL0021,DAILY,1-Oct-23,31-Oct-23,51.47,-0.4543,47.4502,-122.3088,51.47,-0.4543,47.4502,-122.3088
LHR,SLC,12:20,18:40,A330,DL0051,DAILY,1-Oct-23,31-Oct-23,51.47,-0.4543,40.7899,-111.9791,51.47,-0.4543,40.7899,-111.9791
LIS,BOS,9:15,16:00,B767,DL0125,DAILY,1-Oct-23,31-Oct-23,38.7756,-9.1354,42.3656,-71.0096,38.7756,-9.1354,42.3656,-71.0096
LIS,JFK,9:55,14:25,B767,DL0273,DAILY,1-Oct-23,31-Oct-23,38.7756,-9.1354,40.6413,-73.7781,38.7756,-9.1354,40.6413,-73.7781
LOS,ATL,11:40,19:40,A330,DL0055,DAILY,1-Oct-23,31-Oct-23,6.5774,3.3212,33.6407,-84.4277,6.5774,3.3212,33.6407,-84.4277
MAD,ATL,10:00,15:10,B767,DL0109,DAILY,1-Oct-23,30-Oct-23,40.4983,-3.5676,33.6407,-84.4277,40.4983,-3.5676,33.6407,-84.4277
MAD,JFK,9:15,13:05,B767,DL0127,DAILY,1-Oct-23,31-Oct-23,40.4983,-3.5676,40.6413,-73.7781,40.4983,-3.5676,40.6413,-73.7781
MUC,ATL,10:25,17:00,B767,DL0131,DAILY,1-Oct-23,31-Oct-23,48.3538,11.7861,33.6407,-84.4277,48.3538,11.7861,33.6407,-84.4277
MUC,DTW,11:30,15:15,B767,DL0023,DAILY,1-Oct-23,28-Oct-23,48.3538,11.7861,42.2162,-83.3554,48.3538,11.7861,42.2162,-83.3554
MXP,ATL,10:20,16:15,A350,DL0175,DAILY,1-Oct-23,31-Oct-23,45.6301,8.7281,33.6407,-84.4277,45.6301,8.7281,33.6407,-84.4277
MXP,JFK,11:00,15:45,B767,DL0185,DAILY,1-Oct-23,31-Oct-23,45.6301,8.7281,40.6413,-73.7781,45.6301,8.7281,40.6413,-73.7781
MXP,JFK,9:00,12:25,A330,DL0199,DAILY,1-Oct-23,28-Oct-23,45.6301,8.7281,40.6413,-73.7781,45.6301,8.7281,40.6413,-73.7781
NCE,JFK,14:15,17:25,A330,DL0029,DAILY,1-Oct-23,28-Oct-23,43.6584,7.2159,40.6413,-73.7781,43.6584,7.2159,40.6413,-73.7781
STR,ATL,10:40,15:05,B767,DL0117,12.4.6.,2-Oct-23,28-Oct-23,48.6907,9.1936,33.6407,-84.4277,48.6907,9.1936,33.6407,-84.4277
TLV,ATL,10:05,18:00,A350,DL0249,DAILY,1-Oct-23,31-Oct-23,32.0055,34.8854,33.6407,-84.4277,32.0055,34.8854,33.6407,-84.4277
TLV,BOS,12:10,18:45,A330,DL0243,..3.5.7,1-Oct-23,29-Oct-23,32.0055,34.8854,42.3656,-71.0096,32.0055,34.8854,42.3656,-71.0096
TLV,JFK,22:40,5:10,A330,DL0235,DAILY,1-Oct-23,31-Oct-23,32.0055,34.8854,40.6413,-73.7781,32.0055,34.8854,40.6413,-73.7781
VCE,ATL,11:35,16:40,B767,DL0193,DAILY,1-Oct-23,28-Oct-23,45.5053,12.3519,33.6407,-84.4277,45.5053,12.3519,33.6407,-84.4277
VCE,JFK,13:35,17:30,B767,DL0289,DAILY,1-Oct-23,28-Oct-23,45.5053,12.3519,40.6413,-73.7781,45.5053,12.3519,40.6413,-73.7781
ZRH,JFK,13:30,17:45,B767,DL0053,DAILY,1-Oct-23,31-Oct-23,47.4582,8.5555,40.6413,-73.7781,47.4582,8.5555,40.6413,-73.7781
AKL,LAX,14:00,6:00,A350,DL0064,DAILY,30-Oct-23,31-Oct-23,-37.0082,174.791,33.9416,-118.4085,-37.0082,174.791,33.9416,-118.4085
HND,ATL,18:25,18:50,A350,DL0296,DAILY,1-Oct-23,31-Oct-23,35.5494,139.7798,33.6407,-84.4277,35.5494,139.7798,33.6407,-84.4277
HND,DTW,15:25,15:25,A350,DL0276,DAILY,1-Oct-23,31-Oct-23,35.5494,139.7798,42.2162,-83.3554,35.5494,139.7798,42.2162,-83.3554
HND,HNL,21:00,9:20,B767,DL0180,DAILY,29-Oct-23,31-Oct-23,35.5494,139.7798,21.3245,-157.9251,35.5494,139.7798,21.3245,-157.9251
HND,LAX,16:45,11:40,A330,DL0008,DAILY,1-Oct-23,31-Oct-23,35.5494,139.7798,33.9416,-118.4085,35.5494,139.7798,33.9416,-118.4085
HND,MSP,16:20,15:10,A330,DL0120,DAILY,1-Oct-23,31-Oct-23,35.5494,139.7798,44.8848,-93.2223,35.5494,139.7798,44.8848,-93.2223
HND,SEA,16:05,10:15,A330,DL0166,DAILY,1-Oct-23,31-Oct-23,35.5494,139.7798,47.4502,-122.3088,35.5494,139.7798,47.4502,-122.3088
ICN,ATL,18:40,19:20,A350,DL0026,DAILY,1-Oct-23,31-Oct-23,37.4602,126.4407,33.6407,-84.4277,37.4602,126.4407,33.6407,-84.4277
ICN,DTW,9:35,10:50,A350,DL0158,DAILY,1-Oct-23,31-Oct-23,37.4602,126.4407,42.2162,-83.3554,37.4602,126.4407,42.2162,-83.3554
ICN,MSP,19:25,18:15,A350,DL0170,DAILY,1-Oct-23,31-Oct-23,37.4602,126.4407,44.8848,-93.2223,37.4602,126.4407,44.8848,-93.2223
ICN,SEA,19:25,14:30,A330,DL0196,DAILY,1-Oct-23,31-Oct-23,37.4602,126.4407,47.4502,-122.3088,37.4602,126.4407,47.4502,-122.3088
PPT,LAX,18:45,6:15,B767,DL0118,DAILY,31-Oct-23,31-Oct-23,-17.5537,-149.6067,33.9416,-118.4085,-17.5537,-149.6067,33.9416,-118.4085
PVG,DTW,16:45,19:22,A350,DL0388,12..5.7,2-Oct-23,31-Oct-23,31.1443,121.8052,42.2162,-83.3554,31.1443,121.8052,42.2162,-83.3554
PVG,SEA,17:30,15:33,A330,DL0282,12.4..7,1-Oct-23,31-Oct-23,31.1443,121.8052,47.4502,-122.3088,31.1443,121.8052,47.4502,-122.3088
SYD,LAX,10:05,6:15,A350,DL0040,DAILY,1-Oct-23,31-Oct-23,-33.9399,151.1753,33.9416,-118.4085,-33.9399,151.1753,33.9416,-118.4085
SYD,LAX,13:15,9:05,A350,DL0042,DAILY,31-Oct-23,31-Oct-23,-33.9399,151.1753,33.9416,-118.4085,-33.9399,151.1753,33.9416,-118.4085
BOG,ATL,9:00,15:00,B767,DL0980,DAILY,30-Oct-23,31-Oct-23,4.7017,-74.1469,33.6407,-84.4277,4.7017,-74.1469,33.6407,-84.4277
BOG,JFK,23:40,6:40,B767,DL0254,DAILY,29-Oct-23,31-Oct-23,4.7017,-74.1469,40.6413,-73.7781,4.7017,-74.1469,40.6413,-73.7781
EZE,ATL,20:00,6:35,B767,DL0110,DAILY,1-Oct-23,31-Oct-23,-34.8222,-58.5358,33.6407,-84.4277,-34.8222,-58.5358,33.6407,-84.4277
EZE,JFK,22:10,8:25,B767,DL0114,DAILY,29-Oct-23,31-Oct-23,-34.8222,-58.5358,40.6413,-73.7781,-34.8222,-58.5358,40.6413,-73.7781
GRU,ATL,22:50,7:45,A330,DL0104,DAILY,1-Oct-23,31-Oct-23,-23.4356,-46.4731,33.6407,-84.4277,-23.4356,-46.4731,33.6407,-84.4277
GRU,ATL,9:45,19:10,B767,DL0270,DAILY,1-Oct-23,31-Oct-23,-23.4356,-46.4731,33.6407,-84.4277,-23.4356,-46.4731,33.6407,-84.4277
GRU,JFK,21:15,6:25,B767,DL0226,DAILY,1-Oct-23,31-Oct-23,-23.4356,-46.4731,40.6413,-73.7781,-23.4356,-46.4731,40.6413,-73.7781
LIM,ATL,9:00,16:55,A350,DL0150,DAILY,1-Oct-23,31-Oct-23,-12.0219,-77.1143,33.6407,-84.4277,-12.0219,-77.1143,33.6407,-84.4277
LIM,ATL,9:00,16:55,A350,DL0180,DAILY,28-Oct-23,28-Oct-23,-12.0219,-77.1143,33.6407,-84.4277,-12.0219,-77.1143,33.6407,-84.4277
SCL,ATL,22:30,7:55,A350,DL0146,DAILY,1-Oct-23,31-Oct-23,-33.393,-70.7858,33.6407,-84.4277,-33.393,-70.7858,33.6407,-84.4277
ATL,AUA,10:11,14:20,B737,DL0582,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,12.5014,-70.0152,33.6407,-84.4277,12.5014,-70.0152
ATL,BDA,10:51,14:44,A319,DL0583,1.3..6.,2-Oct-23,7-Oct-23,33.6407,-84.4277,32.364,-64.6787,33.6407,-84.4277,32.364,-64.6787
ATL,BDA,10:51,14:42,A319,DL0584,1.3..6.,9-Oct-23,30-Oct-23,33.6407,-84.4277,32.364,-64.6787,33.6407,-84.4277,32.364,-64.6787
ATL,BOG,15:53,19:45,B757,DL0981,DAILY,1-Oct-23,28-Oct-23,33.6407,-84.4277,4.7017,-74.1469,33.6407,-84.4277,4.7017,-74.1469
ATL,BOG,10:35,14:20,B757,DL0982,DAILY,29-Oct-23,31-Oct-23,33.6407,-84.4277,4.7017,-74.1469,33.6407,-84.4277,4.7017,-74.1469
ATL,BON,9:45,13:55,B737,DL1765,.....6.,7-Oct-23,28-Oct-23,33.6407,-84.4277,12.131,-68.2682,33.6407,-84.4277,12.131,-68.2682
ATL,BZE,10:00,11:02,B737,DL1983,1.34567,1-Oct-23,30-Oct-23,33.6407,-84.4277,17.5391,-88.3082,33.6407,-84.4277,17.5391,-88.3082
ATL,CUN,12:46,14:19,B757,DL0579,DAILY,1-Oct-23,28-Oct-23,33.6407,-84.4277,21.0365,-86.8771,33.6407,-84.4277,21.0365,-86.8771
ATL,CUN,9:45,11:25,B757,DL0586,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,21.0365,-86.8771,33.6407,-84.4277,21.0365,-86.8771
ATL,CUN,11:05,12:49,B757,DL0592,DAILY,1-Oct-23,28-Oct-23,33.6407,-84.4277,21.0365,-86.8771,33.6407,-84.4277,21.0365,-86.8771
ATL,CUN,11:05,19:50,B757,DL0598,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,21.0365,-86.8771,33.6407,-84.4277,21.0365,-86.8771
ATL,CUN,8:27,10:01,B757,DL1964,.....6.,7-Oct-23,28-Oct-23,33.6407,-84.4277,21.0365,-86.8771,33.6407,-84.4277,21.0365,-86.8771
ATL,CUN,13:37,15:05,B757,DL0601,DAILY,29-Oct-23,31-Oct-23,33.6407,-84.4277,21.0365,-86.8771,33.6407,-84.4277,21.0365,-86.8771
ATL,CUN,18:25,19:50,B757,DL1939,DAILY,29-Oct-23,31-Oct-23,33.6407,-84.4277,21.0365,-86.8771,33.6407,-84.4277,21.0365,-86.8771
ATL,GCM,10:05,11:59,B737,DL0600,1..4567,1-Oct-23,30-Oct-23,33.6407,-84.4277,19.2928,-81.3577,33.6407,-84.4277,19.2928,-81.3577
ATL,GDL,9:50,11:56,B737,DL1992,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,20.5218,-103.3108,33.6407,-84.4277,20.5218,-103.3108
ATL,GUA,10:30,12:05,B757,DL1830,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,14.5833,-90.5275,33.6407,-84.4277,14.5833,-90.5275
ATL,KIN,18:55,21:00,B737,DL1906,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,17.9357,-76.7875,33.6407,-84.4277,17.9357,-76.7875
ATL,LIR,9:58,11:56,B757,DL1898,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,10.5933,-85.5444,33.6407,-84.4277,10.5933,-85.5444
ATL,MBJ,11:35,13:31,A321,DL1801,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,18.5037,-77.9134,33.6407,-84.4277,18.5037,-77.9134
ATL,MBJ,13:45,15:37,B737,DL1949,1..4567,1-Oct-23,30-Oct-23,33.6407,-84.4277,18.5037,-77.9134,33.6407,-84.4277,18.5037,-77.9134
ATL,MBJ,9:00,11:37,A321,DL1997,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,18.5037,-77.9134,33.6407,-84.4277,18.5037,-77.9134
ATL,MEX,8:19,10:10,B757,DL0577,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,19.4361,-99.0721,33.6407,-84.4277,19.4361,-99.0721
ATL,MEX,10:13,11:55,B757,DL0588,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,19.4361,-99.0721,33.6407,-84.4277,19.4361,-99.0721
ATL,MEX,12:15,14:00,B737,DL0602,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,19.4361,-99.0721,33.6407,-84.4277,19.4361,-99.0721
ATL,MEX,17:50,20:00,B737,DL0641,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,19.4361,-99.0721,33.6407,-84.4277,19.4361,-99.0721
ATL,MTY,10:05,11:28,B737,DL1929,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,25.7766,-100.107,33.6407,-84.4277,25.7766,-100.107
ATL,NAS,11:05,13:09,B737,DL1938,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,25.038,-77.4662,33.6407,-84.4277,25.038,-77.4662
ATL,NAS,9:45,11:51,B737,DL1944,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,25.038,-77.4662,33.6407,-84.4277,25.038,-77.4662
ATL,NAS,13:57,15:59,B737,DL1797,.....6.,14-Oct-23,28-Oct-23,33.6407,-84.4277,25.038,-77.4662,33.6407,-84.4277,25.038,-77.4662
ATL,PLS,10:20,13:10,B737,DL1869,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,21.7736,-72.2659,33.6407,-84.4277,21.7736,-72.2659
ATL,PTY,9:45,12:49,B737,DL1759,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,9.0714,-79.3835,33.6407,-84.4277,9.0714,-79.3835
ATL,PTY,16:50,19:53,B737,DL1905,....56.,6-Oct-23,28-Oct-23,33.6407,-84.4277,9.0714,-79.3835,33.6407,-84.4277,9.0714,-79.3835
ATL,PUJ,9:50,13:24,B757,DL1900,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,18.5674,-68.3634,33.6407,-84.4277,18.5674,-68.3634
ATL,PUJ,11:52,15:25,B737,DL1916,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,18.5674,-68.3634,33.6407,-84.4277,18.5674,-68.3634
ATL,PUJ,8:15,11:43,A321,DL1760,.....6.,14-Oct-23,28-Oct-23,33.6407,-84.4277,18.5674,-68.3634,33.6407,-84.4277,18.5674,-68.3634
ATL,PVR,9:55,12:00,B737,DL1941,1..4567,1-Oct-23,30-Oct-23,33.6407,-84.4277,20.6801,-105.2542,33.6407,-84.4277,20.6801,-105.2542
ATL,RTB,11:10,12:21,B737,DL1808,.....6.,7-Oct-23,28-Oct-23,33.6407,-84.4277,16.3168,-86.5229,33.6407,-84.4277,16.3168,-86.5229
ATL,SAL,10:31,12:10,B737,DL1910,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,13.4409,-89.0557,33.6407,-84.4277,13.4409,-89.0557
ATL,SAP,10:05,11:20,A319,DL1920,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,15.4526,-87.9236,33.6407,-84.4277,15.4526,-87.9236
ATL,SDQ,9:45,13:13,B737,DL1958,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,18.4297,-69.6689,33.6407,-84.4277,18.4297,-69.6689
ATL,SJD,9:45,11:09,B737,DL1815,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,23.1518,-109.721,33.6407,-84.4277,23.1518,-109.721
ATL,SJD,11:00,12:22,B737,DL1945,.....6.,14-Oct-23,28-Oct-23,33.6407,-84.4277,23.1518,-109.721,33.6407,-84.4277,23.1518,-109.721
ATL,SJO,9:45,11:44,B757,DL1940,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,9.9939,-84.2088,33.6407,-84.4277,9.9939,-84.2088
ATL,SJU,9:54,13:39,B757,DL0634,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,18.4394,-66.0018,33.6407,-84.4277,18.4394,-66.0018
ATL,SJU,12:15,15:54,B757,DL1431,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,18.4394,-66.0018,33.6407,-84.4277,18.4394,-66.0018
ATL,SJU,18:55,22:35,B757,DL1861,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,18.4394,-66.0018,33.6407,-84.4277,18.4394,-66.0018
ATL,STT,9:40,13:36,B757,DL1950,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,18.3373,-64.9734,33.6407,-84.4277,18.3373,-64.9734
ATL,STT,11:05,14:54,B757,DL1952,.....6.,7-Oct-23,28-Oct-23,33.6407,-84.4277,18.3373,-64.9734,33.6407,-84.4277,18.3373,-64.9734
ATL,SXM,9:45,13:55,B757,DL1894,...4567,1-Oct-23,29-Oct-23,33.6407,-84.4277,18.0409,-63.1089,33.6407,-84.4277,18.0409,-63.1089
ATL,UIO,15:55,20:15,B757,DL0633,DAILY,1-Oct-23,31-Oct-23,33.6407,-84.4277,-0.1292,-78.3575,33.6407,-84.4277,-0.1292,-78.3575
ATL,UVF,9:45,14:20,B737,DL1970,12.4567,1-Oct-23,31-Oct-23,33.6407,-84.4277,13.7332,-60.9526,33.6407,-84.4277,13.7332,-60.9526
AUA,ATL,15:45,20:00,B737,DL0581,DAILY,1-Oct-23,31-Oct-23,12.5014,-70.0152,33.6407,-84.4277,12.5014,-70.0152,33.6407,-84.4277
AUA,JFK,14:15,19:30,B737,DL0612,1..4567,1-Oct-23,30-Oct-23,12.5014,-70.0152,40.6413,-73.7781,12.5014,-70.0152,40.6413,-73.7781
BDA,ATL,16:00,18:06,A319,DL0583,1.3..6.,2-Oct-23,30-Oct-23,32.364,-64.6787,33.6407,-84.4277,32.364,-64.6787,33.6407,-84.4277
BDA,JFK,13:05,14:39,A319,DL0616,1..45.7,1-Oct-23,30-Oct-23,32.364,-64.6787,40.6413,-73.7781,32.364,-64.6787,40.6413,-73.7781
BOG,ATL,9:00,15:11,B757,DL0980,DAILY,1-Oct-23,29-Oct-23,4.7017,-74.1469,33.6407,-84.4277,4.7017,-74.1469,33.6407,-84.4277
BOG,ATL,15:50,22:00,B757,DL0983,DAILY,29-Oct-23,31-Oct-23,4.7017,-74.1469,33.6407,-84.4277,4.7017,-74.1469,33.6407,-84.4277
BOG,JFK,23:40,6:40,B757,DL0254,DAILY,1-Oct-23,28-Oct-23,4.7017,-74.1469,40.6413,-73.7781,4.7017,-74.1469,40.6413,-73.7781
BON,ATL,15:23,19:42,B737,DL1764,.....6.,7-Oct-23,28-Oct-23,12.131,-68.2682,33.6407,-84.4277,12.131,-68.2682,33.6407,-84.4277
BOS,CUN,8:25,12:08,A321,DL0627,.....6.,14-Oct-23,28-Oct-23,42.3656,-71.0096,21.0365,-86.8771,42.3656,-71.0096,21.0365,-86.8771
BOS,SJU,7:40,12:04,A3NE,DL1780,DAILY,1-Oct-23,31-Oct-23,42.3656,-71.0096,18.4394,-66.0018,42.3656,-71.0096,18.4394,-66.0018
BZE,ATL,12:25,17:30,B737,DL1802,1.34567,1-Oct-23,30-Oct-23,17.5391,-88.3082,33.6407,-84.4277,17.5391,-88.3082,33.6407,-84.4277
CUN,ATL,12:30,16:14,B757,DL0585,DAILY,1-Oct-23,31-Oct-23,21.0365,-86.8771,33.6407,-84.4277,21.0365,-86.8771,33.6407,-84.4277
CUN,ATL,13:45,17:36,B757,DL0591,DAILY,1-Oct-23,28-Oct-23,21.0365,-86.8771,33.6407,-84.4277,21.0365,-86.8771,33.6407,-84.4277
